45.557442,-73.5494,44.94339,-93.096481,2346.619
45.557442,-73.5494,38.8697,-77.01089,1134.789
45.557442,-73.5494,37.350928,-121.924588,5083.788
45.557442,-73.5494,34.013211,-118.28276,4852.881
45.557442,-73.5494,29.753314,-95.351375,3176.847
45.557442,-73.5494,31.835604,-102.410017,3654.543
45.557442,-73.5494,43.63266,-79.41858,555.066
45.557442,-73.5494,47.594022,-122.33064,4650.222
45.557442,-73.5494,39.12157,-94.823198,2372.134
45.557442,-73.5494,39.805814,-104.890605, 3272.226
45.557442,-73.5494,33.871868,-118.2663,4859.66
45.557442,-73.5494,28.54018,-81.38495,2404.838
45.557442,-73.5494,42.092397,-71.268331,587.296
45.557442,-73.5494,40.00748,-82.990721,1249.377
45.557442,-73.5494,45.522293,-122.690664,4770.685
45.557442,-73.5494,40.735683,-74.15002,753.871
45.557442,-73.5494,40.58303,-111.89328,3867.723
45.557442,-73.5494,41.76656,-87.80206,1411.287
45.557442,-73.5494,39.831721,-75.37999,940.375
45.557442,-73.5494,33.153867,-96.837599,3024.524
45.557442,-73.5494,33.75428,-84.40201,2002.819
45.557442,-73.5494,39.131032,-84.517309,1425.639
45.557442,-73.5494,40.828313,-73.926872,715.991
